"name","startTime","duration","type"
"https://s.yimg.com/ny/api/res/1.2/fUzMikI3CnXsmUF_DBkSQw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTU0MDtjZj13ZWJw/https://s.yimg.com/os/creatr-uploaded-images/2024-04/334dd710-fbf6-11ee-a7ad-bb909e055860",324.29999999701977,67.20000000298023,"resource"
"https://s.yimg.com/kw/fonts/Guardian-Text-Sans-Web-Regular.woff2",324.70000000298023,51.8999999910593,"resource"
"https://s.yimg.com/kw/fonts/Guardian-Text-Sans-Web-Bold.woff2",324.79999999701977,58.29999999701977,"resource"
"https://s.yimg.com/kw/fonts/Guardian-Egyptian-Web-Regular.woff2",324.90000000596046,59,"resource"
"https://s.yimg.com/kw/fonts/Guardian-Egyptian-Web-Medium.woff2",325,65.90000000596046,"resource"
"https://s.yimg.com/cv/apiv2/engadget/us/fonts/Guardian-Text-Egyptian-Web-Regular.woff2",325.09999999403954,64.90000000596046,"resource"
"https://s.yimg.com/cv/apiv2/engadget/us/fonts/Guardian-Text-Egyptian-Web-Regular-Italic.woff2",325.29999999701977,61.1000000089407,"resource"
"https://s.yimg.com/cv/apiv2/engadget/us/fonts/Guardian-Text-Egyptian-LF-Web-Regular.woff2",325.29999999701977,76,"resource"
"https://s.yimg.com/cv/apiv2/engadget/us/fonts/Guardian-Text-Egyptian-LF-Web-Regular-Italic.woff2",325.5,71.70000000298023,"resource"
"https://s.yimg.com/dr/fp/css/fusion.atomic.679832ac87cb2082a99959c2733b473f.css",325.59999999403954,69.80000001192093,"resource"
"https://s.yimg.com/os/yc/css/bundle.c60a6d54.css",325.79999999701977,66.40000000596046,"resource"
"https://s.yimg.com/aaq/art/css/desktopweb.15898aabba8f872866ed80401b538577.css",325.90000000596046,39.8999999910593,"resource"
"https://s.yimg.com/aaq/art/css/engadgetweb.fe59439e4e9e6f621c2e818db67fc1d5.css",326.09999999403954,40.400000005960464,"resource"
"https://s.yimg.com/aaq/cprops/colors_1.1.27.min.css",326.20000000298023,41.5,"resource"
"https://s.yimg.com/aaq/nel/css/tdv2-wafer-content-list.custom.888132cb49eb61157282573521d113fb.css",326.29999999701977,40.70000000298023,"resource"
"https://s.yimg.com/kw/engadget/mod/css/engad-header.custom.1884a2ba3b0d04ccce29a888c1ce2368.css",326.5,45.70000000298023,"resource"
"https://s.yimg.com/kw/engadget/mod/css/engad-nav.custom.7acb8dfc72698898bdd2672fa10d85ff.css",326.59999999403954,45,"resource"
"https://s.yimg.com/aaq/art/js/caas.5cb49a1054f08d31590bdbf1d95fdfba.js",326.79999999701977,142.6000000089407,"resource"
"https://s.yimg.com/aaq/wf/wf-loader-2.7.17-modern.js",326.90000000596046,144,"resource"
"https://s.yimg.com/aaq/art/js/clusterSda.738b79e47ebce486951867a378f4ff26.js",327,144.59999999403954,"resource"
"https://s.yimg.com/ss/analytics-3.57.2.js",327.09999999403954,59.80000001192093,"resource"
"https://s.yimg.com/aaq/art/js/clusterComments.4e057c24db6a9ec394a7156848800433.js",327.09999999403954,145.1000000089407,"resource"
"https://consent.cmp.oath.com/version/6.4.1/cmp.js",327.20000000298023,184.8999999910593,"resource"
"https://s.yimg.com/aaq/vzm/cs_1.6.2.js",327.40000000596046,145.79999999701977,"resource"
"https://s.yimg.com/tp/f/gam-custom-host.js",327.5,67,"resource"
"https://s.yimg.com/aaq/nel/js/tdv2-wafer-utils.customErrorHandler.bcda778b736c3a054af62f437b536e78.js",327.5,146.5,"resource"
"https://s.yimg.com/oa/canary/consent.js",327.59999999403954,199.80000001192093,"resource"
